settlement_id,transaction_id,settlement_date,gross_amount,fee,tax,net_amount,settlement_status
SET7357,TXN9357,2026-08-19,12499.0,0.0,0.0,12499.0,SETTLED
SET7358,TXN9358,2026-08-26,19999.0,0.0,0.0,19999.0,SETTLED
SET7359,TXN9359,2026-08-21,29999.0,599.98,108.0,29291.02,SETTLED
SET7360,TXN9360,2026-08-08,499.0,0.0,0.0,499.0,SETTLED
SET7361,TXN9361,2026-08-03,799.0,15.98,2.88,780.14,SETTLED
SET7362,TXN9362,2026-08-04,1299.0,25.98,4.68,1268.34,SETTLED
SET7363,TXN9363,2026-08-05,2499.0,49.98,9.0,2440.02,SETTLED
SET7364,TXN9364,2026-08-06,4999.0,99.98,18.0,4881.02,SETTLED
SET7365,TXN9365,2026-08-07,7999.0,159.98,28.8,7810.22,SETTLED
SET7366,TXN9366,2026-08-14,12499.0,0.0,0.0,12499.0,SETTLED
SET7367,TXN9367,2026-08-09,19999.0,399.98,72.0,19527.02,SETTLED
SET7368,TXN9368,2026-08-10,29999.0,599.98,108.0,29291.02,SETTLED
SET7369,TXN9369,2026-08-11,499.0,9.98,1.8,487.22,SETTLED
SET7371,TXN9371,2026-08-13,1299.0,25.98,4.68,268.34,SETTLED
SET7372,TXN9372,2026-08-14,2499.0,0.0,0.0,2499.0,SETTLED
SET7373,TXN9373,2026-08-15,4999.0,99.98,18.0,4881.02,SETTLED
SET7374,TXN9374,2026-08-16,7999.0,159.98,28.8,7810.22,SETTLED
SET7375,TXN9375,2026-08-17,12499.0,249.98,45.0,12204.02,SETTLED
SET7376,TXN9376,2026-08-18,19999.0,399.98,72.0,19527.02,SETTLED
SET7377,TXN9377,2026-08-19,29999.0,599.98,108.0,29291.02,SETTLED
SET7378,TXN9378,2026-08-20,499.0,9.98,1.8,487.22,SETTLED
SET7380,TXN9380,2026-08-02,1299.0,25.98,4.68,1268.34,SETTLED
SET7381,TXN9381,2026-08-03,2499.0,0.0,0.0,2499.0,SETTLED
SET7382,TXN9382,2026-08-04,4999.0,99.98,18.0,4881.02,SETTLED
SET7383,TXN9383,2026-08-05,7999.0,159.98,28.8,7810.22,SETTLED
SET7384,TXN9384,2026-08-06,12499.0,249.98,45.0,12204.02,SETTLED
SET7385,TXN9385,2026-08-07,19999.0,0.0,0.0,19999.0,SETTLED
SET7387,TXN9387,2026-08-09,499.0,9.98,1.8,-512.78,SETTLED
SET7388,TXN9388,2026-08-10,799.0,15.98,2.88,-219.86,SETTLED
SET7389,TXN9389,2026-08-11,1299.0,25.98,4.68,1268.34,SETTLED
SET7390,TXN9390,2026-08-12,2499.0,49.98,9.0,2440.02,SETTLED
SET7392,TXN9392,2026-08-14,7999.0,159.98,28.8,7810.22,SETTLED
SET7393,TXN9393,2026-08-15,12499.0,249.98,45.0,12204.02,SETTLED
SET7394,TXN9394,2026-08-16,19999.0,399.98,72.0,19527.02,SETTLED
SET7395,TXN9395,2026-08-23,29999.0,0.0,0.0,29999.0,SETTLED
SET7396,TXN9396,2026-08-18,499.0,9.98,1.8,487.22,SETTLED
SET7398,TXN9398,2026-08-20,1299.0,25.98,4.68,1268.34,SETTLED
SET7399,TXN9399,2026-08-21,2499.0,49.98,9.0,2440.02,SETTLED
SET7400,TXN9400,2026-08-02,4999.0,99.98,18.0,3881.02,SETTLED
SET7401,TXN9401,2026-08-03,7999.0,159.98,28.8,7810.22,SETTLED
SET7402,TXN9402,2026-08-04,12499.0,249.98,45.0,11204.02,SETTLED
SET7403,TXN9403,2026-08-05,19999.0,399.98,72.0,19527.02,SETTLED
SET7404,TXN9404,2026-08-06,29999.0,599.98,108.0,28291.02,SETTLED
SET7405,TXN9405,2026-08-07,499.0,9.98,1.8,487.22,SETTLED
SET7406,TXN9406,2026-08-08,799.0,15.98,2.88,780.14,SETTLED
SET7408,TXN9408,2026-08-10,2499.0,0.0,0.0,2499.0,SETTLED
SET7409,TXN9409,2026-08-11,4999.0,99.98,18.0,4881.02,SETTLED
SET7410,TXN9410,2026-08-12,7999.0,159.98,28.8,7810.22,SETTLED
SET7411,TXN9411,2026-08-13,12499.0,0.0,0.0,12499.0,SETTLED
SET7412,TXN9412,2026-08-14,19999.0,399.98,72.0,19527.02,SETTLED
SET7413,TXN9413,2026-08-15,29999.0,599.98,108.0,29291.02,SETTLED
SET7414,TXN9414,2026-08-16,499.0,9.98,1.8,487.22,SETTLED
SET7415,TXN9415,2026-08-23,799.0,0.0,0.0,799.0,SETTLED
SET7416,TXN9416,2026-08-18,1299.0,0.0,0.0,1299.0,SETTLED
SET7417,TXN9417,2026-08-19,2499.0,49.98,9.0,2440.02,SETTLED
SET7418,TXN9418,2026-08-20,4999.0,0.0,0.0,4999.0,SETTLED
SET7419,TXN9419,2026-08-21,7999.0,159.98,28.8,6810.22,SETTLED
SET7420,TXN9420,2026-08-02,12499.0,0.0,0.0,12499.0,SETTLED
SET7421,TXN9421,2026-08-03,19999.0,399.98,72.0,19527.02,SETTLED
SET7422,TXN9422,2026-08-10,29999.0,0.0,0.0,29999.0,SETTLED
SET7423,TXN9423,2026-08-05,499.0,9.98,1.8,-512.78,SETTLED
SET7424,TXN9424,2026-08-06,799.0,15.98,2.88,780.14,SETTLED
SET7425,TXN9425,2026-08-07,1299.0,0.0,0.0,1299.0,SETTLED
SET7426,TXN9426,2026-08-08,2499.0,49.98,9.0,1440.02,SETTLED
SET7427,TXN9427,2026-08-09,4999.0,0.0,0.0,4999.0,SETTLED
SET7428,TXN9428,2026-08-10,7999.0,159.98,28.8,7810.22,SETTLED
SET7429,TXN9429,2026-08-11,12499.0,249.98,45.0,12204.02,SETTLED
SET7430,TXN9430,2026-08-12,19999.0,0.0,0.0,19999.0,SETTLED
SET7431,TXN9431,2026-08-13,29999.0,599.98,108.0,29291.02,SETTLED
SET7432,TXN9432,2026-08-14,499.0,9.98,1.8,-512.78,SETTLED
SET7433,TXN9433,2026-08-15,799.0,15.98,2.88,780.14,SETTLED
SET7434,TXN9434,2026-08-16,1299.0,25.98,4.68,1268.34,SETTLED
SET7435,TXN9435,2026-08-17,2499.0,49.98,9.0,2440.02,SETTLED
SET7436,TXN9436,2026-08-18,4999.0,0.0,0.0,4999.0,SETTLED
SET7437,TXN9437,2026-08-19,7999.0,0.0,0.0,7999.0,SETTLED
SET7438,TXN9438,2026-08-20,12499.0,0.0,0.0,12499.0,SETTLED
SET7439,TXN9439,2026-08-21,19999.0,399.98,72.0,19527.02,SETTLED
SET7441,TXN9441,2026-08-03,499.0,9.98,1.8,487.22,SETTLED
SET7442,TXN9442,2026-08-04,799.0,0.0,0.0,799.0,SETTLED
SET7443,TXN9443,2026-08-05,1299.0,25.98,4.68,1268.34,SETTLED
SET7444,TXN9444,2026-08-06,2499.0,0.0,0.0,2499.0,SETTLED
SET7446,TXN9446,2026-08-08,7999.0,159.98,28.8,7810.22,SETTLED
SET7447,TXN9447,2026-08-09,12499.0,249.98,45.0,12204.02,SETTLED
SET7448,TXN9448,2026-08-16,19999.0,0.0,0.0,19999.0,SETTLED
SET7449,TXN9449,2026-08-11,29999.0,0.0,0.0,29999.0,SETTLED
SET7450,TXN9450,2026-08-12,499.0,0.0,0.0,499.0,SETTLED
SET7451,TXN9451,2026-08-13,799.0,15.98,2.88,780.14,SETTLED
SET7452,TXN9452,2026-08-20,1299.0,0.0,0.0,1299.0,SETTLED
SET7453,TXN9453,2026-08-15,2499.0,49.98,9.0,2440.02,SETTLED
SET7454,TXN9454,2026-08-16,4999.0,99.98,18.0,4881.02,SETTLED
SET7455,TXN9455,2026-08-17,7999.0,159.98,28.8,7810.22,SETTLED
SET7456,TXN9456,2026-08-18,12499.0,0.0,0.0,12499.0,SETTLED
SET7457,TXN9457,2026-08-19,19999.0,399.98,72.0,19527.02,SETTLED
SET7458,TXN9458,2026-08-20,29999.0,599.98,108.0,29291.02,SETTLED
SET7459,TXN9459,2026-08-27,499.0,0.0,0.0,499.0,SETTLED
SET7462,TXN9462,2026-08-04,2499.0,49.98,9.0,2440.02,SETTLED
SET7463,TXN9463,2026-08-05,4999.0,0.0,0.0,4999.0,SETTLED
SET7464,TXN9464,2026-08-06,7999.0,159.98,28.8,7810.22,SETTLED
SET7465,TXN9465,2026-08-07,12499.0,0.0,0.0,12499.0,SETTLED
SET7466,TXN9466,2026-08-08,19999.0,0.0,0.0,19999.0,SETTLED
SET7467,TXN9467,2026-08-09,29999.0,599.98,108.0,29291.02,SETTLED
SET7468,TXN9468,2026-08-10,499.0,0.0,0.0,499.0,SETTLED
SET7469,TXN9469,2026-08-11,799.0,0.0,0.0,799.0,SETTLED
SET7470,TXN9470,2026-08-12,1299.0,25.98,4.68,268.34,SETTLED
SET7472,TXN9472,2026-08-20,4999.0,0.0,0.0,4999.0,SETTLED
SET7473,TXN9473,2026-08-15,7999.0,159.98,28.8,7810.22,SETTLED
SET7474,TXN9474,2026-08-22,12499.0,0.0,0.0,12499.0,SETTLED
SET7475,TXN9475,2026-08-17,19999.0,0.0,0.0,19999.0,SETTLED
SET7477,TXN9477,2026-08-19,499.0,9.98,1.8,487.22,SETTLED
SET7479,TXN9479,2026-08-21,1299.0,25.98,4.68,1268.34,SETTLED
SET7480,TXN9480,2026-08-02,2499.0,0.0,0.0,2499.0,SETTLED
SET7481,TXN9481,2026-08-03,4999.0,99.98,18.0,4881.02,SETTLED
SET7482,TXN9482,2026-08-04,7999.0,0.0,0.0,7999.0,SETTLED
SET7483,TXN9483,2026-08-05,12499.0,249.98,45.0,12204.02,SETTLED
SET7485,TXN9485,2026-08-07,29999.0,599.98,108.0,28291.02,SETTLED
SET7486,TXN9486,2026-08-08,499.0,0.0,0.0,499.0,SETTLED
SET7487,TXN9487,2026-08-09,799.0,15.98,2.88,-219.86,SETTLED
SET7488,TXN9488,2026-08-10,1299.0,25.98,4.68,1268.34,SETTLED
SET7489,TXN9489,2026-08-11,2499.0,49.98,9.0,2440.02,SETTLED
SET7490,TXN9490,2026-08-12,4999.0,0.0,0.0,4999.0,SETTLED
SET7491,TXN9491,2026-08-19,7999.0,0.0,0.0,7999.0,SETTLED
SET7492,TXN9492,2026-08-14,12499.0,249.98,45.0,12204.02,SETTLED
SET7493,TXN9493,2026-08-15,19999.0,0.0,0.0,19999.0,SETTLED
SET7494,TXN9494,2026-08-22,29999.0,0.0,0.0,29999.0,SETTLED
SET7495,TXN9495,2026-08-17,499.0,0.0,0.0,499.0,SETTLED
SET7496,TXN9496,2026-08-18,799.0,15.98,2.88,780.14,SETTLED
SET7497,TXN9497,2026-08-19,1299.0,25.98,4.68,1268.34,SETTLED
SET7498,TXN9498,2026-08-20,2499.0,49.98,9.0,2440.02,SETTLED
SET7499,TXN9499,2026-08-21,4999.0,99.98,18.0,4881.02,SETTLED
SET7500,TXN9500,2026-08-02,7999.0,159.98,28.8,7810.22,SETTLED
