bank_transaction_id,settlement_id,transaction_date,transaction_time,reference,credit_amount,bank_status
BANK8320,SET7320,2026-08-02,10:30:00,TXN9320,7246.22,CREDITED
BANK8321,SET7321,2026-08-03,10:30:00,TXN9321,11204.02,CREDITED
BANK8322,SET7322,2026-08-04,10:30:00,TXN9322,18963.02,CREDITED
BANK8323,SET7323,2026-08-05,10:30:00,UNKNOWN9323,29999.0,CREDITED
BANK8324,SET7324,2026-08-06,10:30:00,TXN9324,362.47,CREDITED
BANK8325,SET7325,2026-08-07,10:30:00,TXN9325,580.39,CREDITED
BANK8326,SET7326,2026-08-08,10:30:00,TXN9326,1299.0,CREDITED
BANK8327,SET7327,2026-08-15,10:30:00,TXN9327,2499.0,CREDITED
BANK8328,SET7328,2026-08-10,10:30:00,TXN9328,4881.02,CREDITED
BANK8328D,SET7328,2026-08-10,10:31:00,TXN9328,4881.02,CREDITED
BANK8329,SET7329,2026-08-11,10:30:00,TXN9329,7810.22,CREDITED
BANK8329D,SET7329,2026-08-11,10:31:00,TXN9329,7810.22,CREDITED
BANK8331,SET7331,2026-08-13,10:30:00,TXN9331,14527.27,CREDITED
BANK8332,SET7332,2026-08-20,10:30:00,TXN9332,29999.0,CREDITED
BANK8333,SET7333,2026-08-15,10:30:00,TXN9333,487.22,CREDITED
BANK8334,SET7334,2026-08-16,10:30:00,UNKNOWN9334,799.0,CREDITED
BANK8335,SET7335,2026-08-23,10:30:00,TXN9335,1299.0,CREDITED
BANK8336,SET7336,2026-08-18,10:30:00,UNKNOWN9336,2499.0,CREDITED
BANK8337,SET7337,2026-08-19,10:30:00,TXN9337,4881.02,CREDITED
BANK8338,SET7338,2026-08-20,10:30:00,TXN9338,7810.22,CREDITED
BANK8338D,SET7338,2026-08-20,10:31:00,TXN9338,7810.22,CREDITED
BANK8339,SET7339,2026-08-21,10:30:00,TXN9339,12204.02,CREDITED
BANK8339D,SET7339,2026-08-21,10:31:00,TXN9339,12204.02,CREDITED
BANK8340,SET7340,2026-08-02,10:30:00,TXN9340,14527.27,CREDITED
BANK8341,SET7341,2026-08-03,10:30:00,TXN9341,29291.02,CREDITED
BANK8341D,SET7341,2026-08-03,10:31:00,TXN9341,29291.02,CREDITED
BANK8342,SET7342,2026-08-04,10:30:00,UNKNOWN9342,499.0,CREDITED
BANK8343,SET7343,2026-08-05,10:30:00,UNKNOWN9343,799.0,CREDITED
BANK8344,SET7344,2026-08-06,10:30:00,TXN9344,704.34,CREDITED
BANK8345,SET7345,2026-08-07,10:30:00,TXN9345,2499.0,CREDITED
BANK8346,SET7346,2026-08-08,10:30:00,TXN9346,4881.02,CREDITED
BANK8347,SET7347,2026-08-09,10:30:00,UNKNOWN9347,7999.0,CREDITED
BANK8348,SET7348,2026-08-16,10:30:00,TXN9348,12499.0,CREDITED
BANK8349,SET7349,2026-08-11,10:30:00,TXN9349,18527.02,CREDITED
BANK8350,SET7350,2026-08-12,10:30:00,TXN9350,29291.02,CREDITED
BANK8351,SET7351,2026-08-13,10:30:00,TXN9351,-512.78,CREDITED
BANK8352,SET7352,2026-08-14,10:30:00,UNKNOWN9352,799.0,CREDITED
BANK8353,SET7353,2026-08-15,10:30:00,TXN9353,943.59,CREDITED
BANK8354,SET7354,2026-08-16,10:30:00,TXN9354,2440.02,CREDITED
BANK8354D,SET7354,2026-08-16,10:31:00,TXN9354,2440.02,CREDITED
BANK8355,SET7355,2026-08-17,10:30:00,TXN9355,4881.02,CREDITED
BANK8355D,SET7355,2026-08-17,10:31:00,TXN9355,4881.02,CREDITED
BANK8356,SET7356,2026-08-18,10:30:00,TXN9356,7810.22,CREDITED
BANK8357,SET7357,2026-08-19,10:30:00,TXN9357,12499.0,CREDITED
BANK8358,SET7358,2026-08-26,10:30:00,TXN9358,19999.0,CREDITED
BANK8359,SET7359,2026-08-21,10:30:00,TXN9359,29291.02,CREDITED
BANK8359D,SET7359,2026-08-21,10:31:00,TXN9359,29291.02,CREDITED
BANK8360,SET7360,2026-08-08,10:30:00,TXN9360,499.0,CREDITED
BANK8361,SET7361,2026-08-03,10:30:00,TXN9361,216.14,CREDITED
BANK8362,SET7362,2026-08-04,10:30:00,TXN9362,1268.34,CREDITED
BANK8362D,SET7362,2026-08-04,10:31:00,TXN9362,1268.34,CREDITED
BANK8363,SET7363,2026-08-05,10:30:00,TXN9363,2440.02,CREDITED
BANK8363D,SET7363,2026-08-05,10:31:00,TXN9363,2440.02,CREDITED
BANK8364,SET7364,2026-08-06,10:30:00,TXN9364,4881.02,CREDITED
BANK8364D,SET7364,2026-08-06,10:31:00,TXN9364,4881.02,CREDITED
BANK8365,SET7365,2026-08-07,10:30:00,TXN9365,7810.22,CREDITED
BANK8365D,SET7365,2026-08-07,10:31:00,TXN9365,7810.22,CREDITED
BANK8366,SET7366,2026-08-14,10:30:00,TXN9366,12499.0,CREDITED
BANK8367,SET7367,2026-08-09,10:30:00,TXN9367,19527.02,CREDITED
BANK8367D,SET7367,2026-08-09,10:31:00,TXN9367,19527.02,CREDITED
BANK8368,SET7368,2026-08-10,10:30:00,TXN9368,28727.02,CREDITED
BANK8369,SET7369,2026-08-11,10:30:00,TXN9369,362.47,CREDITED
BANK8371,SET7371,2026-08-13,10:30:00,TXN9371,268.34,CREDITED
BANK8372,SET7372,2026-08-14,10:30:00,TXN9372,2499.0,CREDITED
BANK8373,SET7373,2026-08-15,10:30:00,TXN9373,4881.02,CREDITED
BANK8374,SET7374,2026-08-16,10:30:00,TXN9374,7810.22,CREDITED
BANK8374D,SET7374,2026-08-16,10:31:00,TXN9374,7810.22,CREDITED
BANK8375,SET7375,2026-08-17,10:30:00,TXN9375,12204.02,CREDITED
BANK8376,SET7376,2026-08-18,10:30:00,TXN9376,18963.02,CREDITED
BANK8377,SET7377,2026-08-19,10:30:00,TXN9377,29291.02,CREDITED
BANK8377D,SET7377,2026-08-19,10:31:00,TXN9377,29291.02,CREDITED
BANK8378,SET7378,2026-08-20,10:30:00,TXN9378,487.22,CREDITED
BANK8380,SET7380,2026-08-02,10:30:00,TXN9380,1268.34,CREDITED
BANK8381,SET7381,2026-08-03,10:30:00,UNKNOWN9381,2499.0,CREDITED
BANK8382,SET7382,2026-08-04,10:30:00,TXN9382,3631.27,CREDITED
BANK8383,SET7383,2026-08-05,10:30:00,TXN9383,7810.22,CREDITED
BANK8384,SET7384,2026-08-06,10:30:00,TXN9384,12204.02,CREDITED
BANK8385,SET7385,2026-08-07,10:30:00,TXN9385,19999.0,CREDITED
BANK8387,SET7387,2026-08-09,10:30:00,TXN9387,-512.78,CREDITED
BANK8388,SET7388,2026-08-10,10:30:00,TXN9388,-219.86,CREDITED
BANK8389,SET7389,2026-08-11,10:30:00,TXN9389,943.59,CREDITED
BANK8390,SET7390,2026-08-12,10:30:00,TXN9390,1876.02,CREDITED
BANK8392,SET7392,2026-08-14,10:30:00,TXN9392,7810.22,CREDITED
BANK8393,SET7393,2026-08-15,10:30:00,TXN9393,11640.02,CREDITED
BANK8394,SET7394,2026-08-16,10:30:00,TXN9394,19527.02,CREDITED
BANK8394D,SET7394,2026-08-16,10:31:00,TXN9394,19527.02,CREDITED
BANK8395,SET7395,2026-08-23,10:30:00,TXN9395,29999.0,CREDITED
BANK8396,SET7396,2026-08-18,10:30:00,TXN9396,362.47,CREDITED
BANK8398,SET7398,2026-08-20,10:30:00,TXN9398,943.59,CREDITED
BANK8399,SET7399,2026-08-21,10:30:00,TXN9399,1815.27,CREDITED
BANK8400,SET7400,2026-08-02,10:30:00,TXN9400,3881.02,CREDITED
BANK8401,SET7401,2026-08-03,10:30:00,TXN9401,7246.22,CREDITED
BANK8402,SET7402,2026-08-04,10:30:00,TXN9402,11204.02,CREDITED
BANK8403,SET7403,2026-08-05,10:30:00,TXN9403,18963.02,CREDITED
BANK8404,SET7404,2026-08-06,10:30:00,TXN9404,28291.02,CREDITED
BANK8405,SET7405,2026-08-07,10:30:00,TXN9405,-76.78,CREDITED
BANK8406,SET7406,2026-08-08,10:30:00,TXN9406,780.14,CREDITED
BANK8408,SET7408,2026-08-10,10:30:00,UNKNOWN9408,2499.0,CREDITED
BANK8409,SET7409,2026-08-11,10:30:00,TXN9409,4881.02,CREDITED
BANK8409D,SET7409,2026-08-11,10:31:00,TXN9409,4881.02,CREDITED
BANK8410,SET7410,2026-08-12,10:30:00,TXN9410,7810.22,CREDITED
BANK8410D,SET7410,2026-08-12,10:31:00,TXN9410,7810.22,CREDITED
BANK8411,SET7411,2026-08-13,10:30:00,TXN9411,12499.0,CREDITED
BANK8412,SET7412,2026-08-14,10:30:00,TXN9412,14527.27,CREDITED
BANK8413,SET7413,2026-08-15,10:30:00,TXN9413,29291.02,CREDITED
BANK8413D,SET7413,2026-08-15,10:31:00,TXN9413,29291.02,CREDITED
BANK8414,SET7414,2026-08-16,10:30:00,TXN9414,487.22,CREDITED
BANK8414D,SET7414,2026-08-16,10:31:00,TXN9414,487.22,CREDITED
BANK8415,SET7415,2026-08-23,10:30:00,TXN9415,799.0,CREDITED
BANK8416,SET7416,2026-08-18,10:30:00,TXN9416,1299.0,CREDITED
BANK8417,SET7417,2026-08-19,10:30:00,TXN9417,2440.02,CREDITED
BANK8417D,SET7417,2026-08-19,10:31:00,TXN9417,2440.02,CREDITED
BANK8418,SET7418,2026-08-20,10:30:00,UNKNOWN9418,4999.0,CREDITED
BANK8419,SET7419,2026-08-21,10:30:00,TXN9419,6810.22,CREDITED
BANK8420,SET7420,2026-08-02,10:30:00,TXN9420,12499.0,CREDITED
BANK8421,SET7421,2026-08-03,10:30:00,TXN9421,19527.02,CREDITED
BANK8422,SET7422,2026-08-10,10:30:00,TXN9422,29999.0,CREDITED
BANK8423,SET7423,2026-08-05,10:30:00,TXN9423,-512.78,CREDITED
BANK8424,SET7424,2026-08-06,10:30:00,TXN9424,216.14,CREDITED
BANK8425,SET7425,2026-08-07,10:30:00,TXN9425,1299.0,CREDITED
BANK8426,SET7426,2026-08-08,10:30:00,TXN9426,1440.02,CREDITED
BANK8427,SET7427,2026-08-09,10:30:00,UNKNOWN9427,4999.0,CREDITED
BANK8428,SET7428,2026-08-10,10:30:00,TXN9428,7246.22,CREDITED
BANK8429,SET7429,2026-08-11,10:30:00,TXN9429,12204.02,CREDITED
BANK8429D,SET7429,2026-08-11,10:31:00,TXN9429,12204.02,CREDITED
BANK8430,SET7430,2026-08-12,10:30:00,TXN9430,19999.0,CREDITED
BANK8431,SET7431,2026-08-13,10:30:00,TXN9431,29291.02,CREDITED
BANK8431D,SET7431,2026-08-13,10:31:00,TXN9431,29291.02,CREDITED
BANK8432,SET7432,2026-08-14,10:30:00,TXN9432,-512.78,CREDITED
BANK8433,SET7433,2026-08-15,10:30:00,TXN9433,780.14,CREDITED
BANK8434,SET7434,2026-08-16,10:30:00,TXN9434,1268.34,CREDITED
BANK8434D,SET7434,2026-08-16,10:31:00,TXN9434,1268.34,CREDITED
BANK8435,SET7435,2026-08-17,10:30:00,TXN9435,2440.02,CREDITED
BANK8436,SET7436,2026-08-18,10:30:00,UNKNOWN9436,4999.0,CREDITED
BANK8437,SET7437,2026-08-19,10:30:00,UNKNOWN9437,7999.0,CREDITED
BANK8438,SET7438,2026-08-20,10:30:00,TXN9438,12499.0,CREDITED
BANK8439,SET7439,2026-08-21,10:30:00,TXN9439,19527.02,CREDITED
BANK8439D,SET7439,2026-08-21,10:31:00,TXN9439,19527.02,CREDITED
BANK8441,SET7441,2026-08-03,10:30:00,TXN9441,362.47,CREDITED
BANK8442,SET7442,2026-08-04,10:30:00,TXN9442,799.0,CREDITED
BANK8443,SET7443,2026-08-05,10:30:00,TXN9443,943.59,CREDITED
BANK8444,SET7444,2026-08-06,10:30:00,UNKNOWN9444,2499.0,CREDITED
BANK8446,SET7446,2026-08-08,10:30:00,TXN9446,7810.22,CREDITED
BANK8446D,SET7446,2026-08-08,10:31:00,TXN9446,7810.22,CREDITED
BANK8447,SET7447,2026-08-09,10:30:00,TXN9447,12204.02,CREDITED
BANK8447D,SET7447,2026-08-09,10:31:00,TXN9447,12204.02,CREDITED
BANK8448,SET7448,2026-08-16,10:30:00,TXN9448,19999.0,CREDITED
BANK8449,SET7449,2026-08-11,10:30:00,TXN9449,29999.0,CREDITED
BANK8450,SET7450,2026-08-12,10:30:00,UNKNOWN9450,499.0,CREDITED
BANK8451,SET7451,2026-08-13,10:30:00,TXN9451,580.39,CREDITED
BANK8452,SET7452,2026-08-20,10:30:00,TXN9452,1299.0,CREDITED
BANK8453,SET7453,2026-08-15,10:30:00,TXN9453,2440.02,CREDITED
BANK8454,SET7454,2026-08-16,10:30:00,TXN9454,3631.27,CREDITED
BANK8455,SET7455,2026-08-17,10:30:00,TXN9455,7810.22,CREDITED
BANK8455D,SET7455,2026-08-17,10:31:00,TXN9455,7810.22,CREDITED
BANK8456,SET7456,2026-08-18,10:30:00,TXN9456,12499.0,CREDITED
BANK8457,SET7457,2026-08-19,10:30:00,TXN9457,18963.02,CREDITED
BANK8458,SET7458,2026-08-20,10:30:00,TXN9458,29291.02,CREDITED
BANK8458D,SET7458,2026-08-20,10:31:00,TXN9458,29291.02,CREDITED
BANK8459,SET7459,2026-08-27,10:30:00,TXN9459,499.0,CREDITED
BANK8462,SET7462,2026-08-04,10:30:00,TXN9462,1876.02,CREDITED
BANK8463,SET7463,2026-08-05,10:30:00,UNKNOWN9463,4999.0,CREDITED
BANK8464,SET7464,2026-08-06,10:30:00,TXN9464,7246.22,CREDITED
BANK8465,SET7465,2026-08-07,10:30:00,UNKNOWN9465,12499.0,CREDITED
BANK8466,SET7466,2026-08-08,10:30:00,TXN9466,19999.0,CREDITED
BANK8467,SET7467,2026-08-09,10:30:00,TXN9467,29291.02,CREDITED
BANK8468,SET7468,2026-08-10,10:30:00,UNKNOWN9468,499.0,CREDITED
BANK8469,SET7469,2026-08-11,10:30:00,TXN9469,799.0,CREDITED
BANK8470,SET7470,2026-08-12,10:30:00,TXN9470,268.34,CREDITED
BANK8472,SET7472,2026-08-20,10:30:00,TXN9472,4999.0,CREDITED
BANK8473,SET7473,2026-08-15,10:30:00,TXN9473,7810.22,CREDITED
BANK8474,SET7474,2026-08-22,10:30:00,TXN9474,12499.0,CREDITED
BANK8475,SET7475,2026-08-17,10:30:00,TXN9475,19999.0,CREDITED
BANK8477,SET7477,2026-08-19,10:30:00,TXN9477,487.22,CREDITED
BANK8479,SET7479,2026-08-21,10:30:00,TXN9479,704.34,CREDITED
BANK8480,SET7480,2026-08-02,10:30:00,TXN9480,2499.0,CREDITED
BANK8481,SET7481,2026-08-03,10:30:00,TXN9481,4881.02,CREDITED
BANK8481D,SET7481,2026-08-03,10:31:00,TXN9481,4881.02,CREDITED
BANK8482,SET7482,2026-08-04,10:30:00,TXN9482,7999.0,CREDITED
BANK8483,SET7483,2026-08-05,10:30:00,TXN9483,11640.02,CREDITED
BANK8485,SET7485,2026-08-07,10:30:00,TXN9485,28291.02,CREDITED
BANK8486,SET7486,2026-08-08,10:30:00,TXN9486,499.0,CREDITED
BANK8487,SET7487,2026-08-09,10:30:00,TXN9487,-219.86,CREDITED
BANK8488,SET7488,2026-08-10,10:30:00,TXN9488,943.59,CREDITED
BANK8489,SET7489,2026-08-11,10:30:00,TXN9489,1876.02,CREDITED
BANK8490,SET7490,2026-08-12,10:30:00,TXN9490,4999.0,CREDITED
BANK8491,SET7491,2026-08-19,10:30:00,TXN9491,7999.0,CREDITED
BANK8492,SET7492,2026-08-14,10:30:00,TXN9492,12204.02,CREDITED
BANK8492D,SET7492,2026-08-14,10:31:00,TXN9492,12204.02,CREDITED
BANK8493,SET7493,2026-08-15,10:30:00,TXN9493,19999.0,CREDITED
BANK8494,SET7494,2026-08-22,10:30:00,TXN9494,29999.0,CREDITED
BANK8495,SET7495,2026-08-17,10:30:00,TXN9495,499.0,CREDITED
BANK8496,SET7496,2026-08-18,10:30:00,TXN9496,780.14,CREDITED
BANK8496D,SET7496,2026-08-18,10:31:00,TXN9496,780.14,CREDITED
BANK8497,SET7497,2026-08-19,10:30:00,TXN9497,1268.34,CREDITED
BANK8498,SET7498,2026-08-20,10:30:00,TXN9498,1815.27,CREDITED
BANK8499,SET7499,2026-08-21,10:30:00,TXN9499,4881.02,CREDITED
BANK8500,SET7500,2026-08-02,10:30:00,TXN9500,7246.22,CREDITED
